State,FIPS,inc.2008,inc.2009,inc.2010,inc.2011,inc.2012,inc.3yr,inc.5yr,pop.5y,inc.rate,harm.rate,Number; SEX AND AGE - Total population,Percent; SEX AND AGE - Total population - 10 to 14 years,Percent; SEX AND AGE - Total population - 15 to 19 years,Percent; SEX AND AGE - Total population - 55 to 59 years,Percent; SEX AND AGE - Total population - 60 to 64 years,Percent; RACE - Total population - One Race - White,Percent; RACE - Total population - One Race - Black or African American,Percent; RACE - Total population - One Race - Asian,Percent; HISPANIC OR LATINO - Total population - Hispanic or Latino (of any race),Percent; RELATIONSHIP - Total population - In households - Other relatives - Under 18 years,Percent; RELATIONSHIP - Total population - In households - Other relatives - 65 years and over,Percent; RELATIONSHIP - Total population - In households - Nonrelatives,Percent; RELATIONSHIP - Total population - In households - Nonrelatives - Unmarried partner,Percent; RELATIONSHIP - Total population - In group quarters - Institutionalized population,Percent; HOUSEHOLDS BY TYPE - Total households - Family households (families) [7],Percent; HOUSING OCCUPANCY - Total housing units - Vacant housing units,Divorce,Marriage,Percent; HOUSEHOLDS BY TYPE - Family households (families) - Married-couple family,Percent; HOUSEHOLDS BY TYPE - Nonfamily households - Householder living alone,Percent; HOUSEHOLDS BY TYPE - Households with one or more people 65 years and over,Estimate; HOUSEHOLDS BY TYPE - Average household size,Estimate; HOUSEHOLDS BY TYPE - Average family size,Percent Margin of Error; RELATIONSHIP - Nonrelatives,Percent; RELATIONSHIP - Nonrelatives - Unmarried partner,Percent; MARITAL STATUS - Never married,"Percent; MARITAL STATUS - Now married, except separated",Percent; MARITAL STATUS - Separated,Percent; MARITAL STATUS - Widowed,Percent; MARITAL STATUS - Divorced,"Estimate; FERTILITY - Per 1,000 women 15 to 50 years old",Percent; GRANDPARENTS - Responsible for grandchildren,Percent; EDUCATIONAL ATTAINMENT - Less than 9th grade,"Percent; EDUCATIONAL ATTAINMENT - 9th to 12th grade, no diploma",Percent; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency),"Percent; EDUCATIONAL ATTAINMENT - Some college, no degree",Percent; EDUCATIONAL ATTAINMENT - Bachelor's degree,Percent; EDUCATIONAL ATTAINMENT - Graduate or professional degree,Percent; EDUCATIONAL ATTAINMENT - Percent high school graduate or higher,Percent; EDUCATIONAL ATTAINMENT - Percent bachelor's degree or higher,Percent; VETERAN STATUS - Civilian veterans,Percent; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - With a disability,Percent; RESIDENCE 1 YEAR AGO - Same house,Percent; PLACE OF BIRTH - Native - Born in United States - State of residence,Percent; PLACE OF BIRTH - Foreign born,Percent; EMPLOYMENT STATUS - In labor force,Percent; EMPLOYMENT STATUS - In labor force - Armed Forces,Percent; EMPLOYMENT STATUS - Percent Unemployed,Percent; EMPLOYMENT STATUS - In labor force,Percent; EMPLOYMENT STATUS - All parents in family in labor force,Percent; CLASS OF WORKER - Government workers,Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median household income (dollars),Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Mean household income (dollars),Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months,Percent; HEALTH INSURANCE COVERAGE - With health insurance coverage,Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families,Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families - With related children under 18 years,Percent; HOUSING OCCUPANCY - Vacant housing units,Estimate; VALUE - Median (dollars),Estimate; GROSS RENT - Median (dollars)
47,47149,5,5,8,9,7,24,34,1309277,25.96853072,5.882353,262604,7.2,7.8,5.2,4.2,78.2,12.5,3,6.7,2.3,0.7,7,2.5,0.8,69.4,6.5,25.75385169,25.09622521,52.5,22.9,16.9,2.76,3.26,6.8,2,35.3,50.9,1.6,1.8,10.4,50,47.2,3.2,6.7,30,24.1,20.3,8.1,90.2,28.3,9.7,9.1,82.5,55.8,6.4,70.2,0.3,9.5,64.7,70.8,14.8,53675,66214,12.2,86.6,8.9,13.3,8.4,157000,848
47,47151,2,1,1,0,0,1,4,110924,36.06072626,0,22228,7,7.1,6.5,5.8,98.3,0.1,0.2,0.5,3.1,0.7,4.1,2.4,1.2,70.7,12.5,35.61060577,42.09854888,49.3,27.7,28.3,2.67,3.3,5.7,2.5,26.6,50,1.1,3.3,18.9,65,45.8,9.2,15,45.2,13.5,6.2,4.7,75.8,11,7.4,20.8,88.3,71.9,0.4,50.7,0,17.1,46.7,55.1,22,29302,49303,35.4,79,21.8,32.9,16.9,80200,530
47,47153,0,1,2,3,0,5,6,70374,85.25876034,16.666667,14112,6.5,6.8,7,6.7,96,0.1,0.3,3.3,2.7,0.8,4.8,2.6,1.3,72.2,13.3,29.75885069,59.85118085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47155,2,3,1,0,1,2,7,442356,15.82435866,14.285714,89889,6.3,6.5,7.1,6.7,93.7,0.8,0.9,5.3,2.9,0.9,5.9,2.6,0.9,70.7,36.8,26.97915247,1180.61674,56.2,22.8,28,2.49,2.88,5.4,2.5,23.9,59.6,2.1,3.1,11.3,66,59.4,6.2,11.6,38.8,22.9,8.2,5.4,82.2,13.7,10.6,16.8,83.5,52.3,5.4,65.8,0,10.1,61.4,56.8,11.7,42883,55104,16.5,78.8,10.6,18.7,35.2,158400,702
47,47157,94,143,142,148,201,491,728,4620679,157.5526021,10.027473,927644,7.4,7.7,6.3,5.1,40.6,52.1,2.3,5.6,4,0.9,5.3,2.3,1.2,65.9,11.9,20.12818843,22.52155204,38.2,30.2,20.9,2.68,3.37,5.3,1.9,41.9,42,3.3,2.5,10.3,88,43.2,4.5,8.9,27.5,23.8,18.6,10.5,86.5,29.1,8.4,12.3,82.7,61.3,6.2,65.5,0.1,12.1,62,71.9,14.5,45488,65122,21.2,84,16.7,24.9,14.3,132500,837
47,47159,1,0,0,0,0,0,1,96237,10.39101385,0,19166,7.1,6.8,6.7,6.3,94.9,2.1,0.2,2.2,2.8,0.7,4.2,2.3,0.8,71.7,13.1,30.39247841,42.96235679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47163,6,9,10,2,10,22,37,777556,47.58499709,2.702703,156823,6,6.2,7.3,6.8,95.1,2.1,0.6,1.5,2.3,0.8,4,2.2,1.1,66.9,10.1,24.26153631,28.02637777,51.3,29,32.7,2.33,2.86,4.1,2.1,24.3,57.8,2.2,3.2,12.6,49,54.8,6.8,9.2,34.6,21.1,14.2,7.4,84,21.6,11.8,19.6,85.4,60.4,1.5,56.4,0.1,9.9,51.5,65.8,11.5,38899,55166,16.2,87.1,13.7,24.4,10.6,122100,594
47,47165,2,4,1,2,4,7,13,803070,16.18787901,15.384615,160645,7.4,6.8,6.6,5.8,88.9,6.4,1,3.9,2.5,0.8,4.4,2.1,0.7,73.1,7.6,25.99143776,31.25847205,57.8,21.7,24.4,2.69,3.12,4.2,1.6,25.6,59.6,1.8,2.6,10.4,46,49.7,3.5,9,33.8,23.9,15.5,7.3,87.5,22.9,10.7,11.9,84.3,57,3.6,65.1,0.2,7.6,58.2,63.5,13.5,52996,71015,13.1,87.4,8.3,13.4,9.2,174900,820
47,47167,0,2,0,1,2,3,5,301862,16.56386031,0,61081,8.1,7.9,6.2,5.2,77.8,18.7,0.6,2.1,3.8,0.8,4,2,1.6,76.6,6.8,39.83964954,40.39435848,53.2,21.5,23.2,2.84,3.31,3.4,1.5,29.3,52.7,2.3,2.5,13.1,80,50.9,5.9,9.5,37.7,25.4,9.6,4.5,84.6,14.2,11.9,14.8,85,68.9,1.8,63.8,0.5,13.1,58.2,61.5,18.4,51213,61762,16.8,88.3,11,15.7,8.3,137300,672
47,47171,1,1,0,0,0,0,2,90085,22.20125437,0,18313,6,5.4,7.7,7.3,95.8,0.2,0.2,3.8,2.5,0.7,4,2.2,1.7,67.4,12.5,28.88936443,29.45563013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47177,2,0,1,1,0,2,4,201013,19.8992105,0,39839,6.8,6.3,6.5,6.1,89.5,2.9,0.5,8.1,2.7,0.7,4.8,2.3,1.2,68.7,11.1,29.69358745,40.91850829,49.4,28.6,28.8,2.57,3.15,3.5,1.5,26,54.5,2.2,3.1,14.3,75,50.5,9.9,14.6,43,15.9,6.6,4.8,75.4,11.5,10,19,90.4,73.1,4.4,54.7,0,10.7,47.3,39.9,12.2,31122,45612,19.9,82.9,20.9,32.2,14.5,89900,556
47,47179,3,1,1,2,2,5,9,608939,14.77980553,0,122979,5.7,6.8,6.6,6.2,91.6,3.9,1.2,3,1.9,0.7,5.6,2.5,1.2,63,10.4,26.72977324,29.78201635,48.4,28.5,26.6,2.3,2.82,5.7,2.6,30,52.9,1.9,3.3,11.9,37,42.4,5.6,8.6,28.7,21.8,17.8,12,85.9,29.8,12.1,15.8,84.3,61.2,3.5,59.3,0.1,6.8,54.7,65.9,17,42937,60803,14,87.2,12.5,22.6,9.7,148500,668
47,47183,0,3,0,1,0,1,4,169116,23.65240427,25,35021,5.8,9.1,6.3,5.9,88.9,7.8,1.1,2,2.2,0.5,6.5,2.4,1.2,63.6,10.3,28.02035559,23.63622134,48.4,26.8,26.8,2.37,2.89,6,2.3,35.1,48.7,1.1,2.8,12.3,47,65,5,10.9,38.6,20.2,13.9,6.9,84.1,20.8,9.8,15.7,78.4,72.8,1,59.1,0.5,12.9,55.6,64,20.7,35164,47925,17.6,86.8,13.2,23.2,11.3,91300,561
47,47185,0,0,1,0,0,1,1,128616,7.775082416,0,25841,6.5,6.3,7.1,6.8,95.7,1.8,0.3,1.6,2.8,0.8,4.5,2.4,1.4,70.7,10.8,25.54078707,35.7494722,54.7,28.1,32.4,2.59,3.11,4.3,1.9,27.1,54.9,2,2.1,13.9,60,45.8,9.3,12.1,48.8,13.8,7.5,4,78.6,11.6,10.9,18,86.4,69,0.8,55.7,0,11.4,49.8,49.6,16.3,33913,43558,21,85.1,17.4,29.9,14,101400,561
47,47187,7,5,5,4,4,13,25,906345,27.5833154,8,183182,8.9,7.2,6.7,5.4,89.4,4.3,3,4.5,1.2,0.7,2.5,1,0.6,79,5.3,16.19579997,25.31472826,68.6,19.2,19.8,2.84,3.25,2.5,0.8,23.5,68.4,0.3,1.5,6.2,58,22.9,2.1,3.8,17.6,18.5,34.8,17.3,94.2,52.2,6.5,7.3,87.5,44.2,6.1,68.9,0.1,5.4,59.7,60.5,10.9,87959,113788,4.6,93.7,5.3,7.3,4.7,332000,1061
47,47189,6,2,1,1,3,5,13,568685,22.8597554,15.384615,113993,7.3,6.7,6.7,6,88.9,6.4,1.1,3.2,2.4,0.8,4.2,2,0.6,75.6,6.6,25.83413609,31.9319912,58.7,21.6,24.4,2.7,3.13,3.8,1.7,25.1,60.5,1.5,2.4,10.6,49,28.7,4.5,7.5,33.7,20.6,18.1,7.9,88.1,26,10.7,11.8,86.5,61.1,4,64.7,0.1,8.5,57.9,60.2,11,58983,72782,12.3,88.6,8.3,13.6,8.1,185400,844
48,48027,1,1,2,1,1,4,6,315186,19.03637852,16.666667,310235,7.2,7.1,4.7,4,61.4,21.5,2.8,21.6,2.7,0.6,4.8,2.1,0.7,70.5,9.1,33.42120549,53.7849491,52.5,23,18.1,2.98,3.51,5.5,1.7,33.7,52.7,2.3,2.4,8.9,59,49.8,5.1,6.1,28.8,28.7,13.6,7.7,88.9,21.3,21.5,12.2,76.5,46.4,7.9,66.1,9.8,9.6,58,57.7,26.3,49643,61935,10.6,83.8,11.4,17.3,19.2,120300,850
48,48039,1,1,3,2,1,6,8,426100,18.77493546,0,313166,7.5,7.1,6,4.6,70.1,12.1,5.5,27.7,3,1,3.9,1.9,3.3,75.7,9.9,22.1988409,24.51539339,55.8,22,20.4,2.87,3.39,3.7,1.4,29.7,54.3,2.4,2.5,11.1,68,43.9,6.4,9,25.5,24.2,17,9.7,84.6,26.7,9,10.8,87.1,65.8,12.4,65.1,0.1,6.7,60.3,59.3,15.5,65308,82219,10,80,8.6,11.9,10.8,147400,861
48,48057,0,0,0,1,0,1,1,59131,16.91160305,0,21381,7.4,7.7,6.6,5.7,81.5,2.6,4.4,46.4,4.1,0.8,4.6,2.4,0.8,72.3,31.9,17.4563591,28.54785479,57.1,21.6,29.1,2.68,3.14,3.3,2,25.2,60.4,3,1,10.4,N,N,11.6,12.5,29.4,23.3,9.2,6.6,75.8,15.8,11.9,19.5,84.9,77.3,11,60.9,0.2,10.9,52.2,57,16.1,45430,60446,14.8,83,17.2,30.7,31,96300,712
48,48085,1,6,3,3,3,9,16,3392464,4.716335973,37.5,782341,8.2,6.8,5.3,4.4,71.6,8.5,11.2,14.7,1.6,1,3.9,1.7,0.3,72.9,5.7,17.99588017,32.16746073,60.3,21.2,15.9,2.81,3.3,3.9,1.6,28,61.8,1.2,1.2,7.7,58,24.6,3.3,3.6,15.6,21.1,32.3,16.4,93.1,48.8,7.6,5.9,86,46,17.7,72.5,0.1,5.8,64.5,59.4,10.3,82296,102893,3.7,85.1,6,8,6.3,205000,1028
48,48113,1,1,1,0,0,1,3,857447,3.498758524,0,2368139,7.3,7.1,5.3,4.2,53.5,22.3,5,38.3,3.8,0.9,5.6,2.4,0.9,65.4,9.3,20.64963939,20.73618902,43.4,28.7,18.2,2.79,3.51,5.4,2.1,39.4,47.3,2.6,1.9,8.8,(X),42.6,11.5,11.1,23.4,20.2,18.5,9.8,77.4,28.3,6.1,9.2,82.8,55.5,23.2,68.5,0.1,9.3,61.1,60.7,10,48509,70546,13.1,72.3,15.9,23.5,9.9,128000,864
48,48121,4,4,2,1,2,5,13,1609846,8.075306582,23.076923,662614,7.6,7.2,5,4.1,75,8.4,6.6,18.2,1.8,0.8,5.4,2.1,0.4,69.9,6.2,20.33682249,29.1593042,56,22.3,14.6,2.78,3.3,5.5,2,32.2,56.7,1.6,1.1,8.4,49,32.7,3.4,4.5,18.9,25,28,11.9,92.1,39.9,7.9,7.8,80.8,51.3,13.7,74.6,0.1,7,67.9,63.2,12.1,71857,90186,5.5,84,5.5,8,7.2,181000,917
48,48167,8,4,4,1,0,5,17,218493,77.80569629,0,291309,7.1,7.2,6.9,5.4,72.5,13.8,3,22.4,2.9,1,5,2.4,1,69.5,17.8,15.1431404,26.34213877,51.2,26,22.5,2.66,3.24,5,2.3,31.2,52.8,1.7,2.5,11.8,55,43.9,5,7.6,26.3,23.9,18.5,9.7,87.3,28.3,10,12.5,82.6,62.7,9.4,66.1,0.3,9.3,60.3,69.4,18.2,60597,79556,10.6,82.4,9.6,15.5,18.5,146800,887
48,48183,0,1,1,0,0,1,2,388813,5.143860931,50,121730,6.8,7.3,6.1,5,67.3,20,1.1,16.4,3.3,0.7,4.6,2.1,1.8,68.1,7.5,20.48490071,40.00670503,46.2,28,25.9,2.63,3.22,5,2,33.4,48.8,2.6,4.3,10.9,66,58.6,7.9,11,26.9,26.5,13.3,6.5,81,19.8,10,15,80.9,67.2,9.7,62.3,0,7.6,54.8,65.4,10,43021,59697,14.2,78,15.9,25.4,10.2,119000,759
48,48187,0,1,0,0,0,0,1,80140,12.47816321,0,131533,8.1,7.8,5.9,5.2,79.8,6.5,1.4,35.6,3.3,0.9,4.1,2,0.8,76.3,8.5,18.01717917,22.55308957,61,19.9,25.9,2.89,3.34,3.5,1.4,27.8,58.8,1.5,2.5,9.4,70,44.4,6.1,7.6,29.4,23.4,16.4,9,86.2,25.4,16.1,12.3,87.3,61.9,7,68.3,1.5,7.3,61.8,67.9,19.4,61822,73946,9,84.2,7,10.8,9.3,155600,832
48,48201,1,1,0,0,0,0,2,173052,11.5572198,50,4092459,7.5,7.3,5.5,4.2,56.6,18.9,6.2,40.8,3.5,1,5.4,2.3,0.6,68.7,10.2,19.31744127,27.30052797,46.7,26.2,17.6,2.92,3.59,5.2,1.9,38.4,48.4,2.6,1.8,8.7,63,37,11.5,9.9,23.5,21.1,18.3,9.9,78.6,28.2,6.1,9.2,82,54.1,25,68.3,0,9.2,59.7,58.1,10.8,51902,76308,12.8,73.5,15.7,22.8,12.1,131000,863
48,48251,1,0,1,1,2,4,5,180509,27.69944989,40,150934,7.8,7.4,6.1,5.4,87.2,2.6,0.7,18.1,3.5,0.9,4.5,2,1.5,77.1,8,15.98685666,34.03493059,59.9,18.7,23.9,2.86,3.24,4.7,1.9,27.2,57.8,2.3,2.5,10.2,53,56.3,6.4,10.2,33.4,27,10.9,4.8,83.4,15.7,10,11.1,86,69.4,7.4,64.2,0,8.5,57.3,60.5,16.2,56579,68039,13,76.4,10.2,15,8.9,115300,851
48,48299,1,0,0,0,0,0,1,16192,61.75889328,0,19301,4.6,4.1,8.8,10.1,94.9,0.6,0.4,8,1.9,0.8,4.5,2.3,0.9,63.9,36.9,18.33622853,26.99687639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48303,1,0,2,1,0,3,4,149386,26.77627087,25,278831,6.4,8.4,5.5,4.3,77.3,7.5,2.1,31.9,3.2,0.6,7.9,2.5,1.2,62.5,8.1,22.10484178,24.932341,43.9,28.2,21.4,2.57,3.17,8.2,2.2,40.9,44.9,1.8,2.7,9.7,44,57.7,6.6,8.6,25.6,25.2,18.3,9.7,84.8,28,7.7,13.5,75,75.1,5.8,67,0,7.1,63,70.3,18.8,43632,60668,14,81.4,14.3,22.9,9.5,109300,783
48,48309,0,1,2,0,0,2,3,218616,13.72269184,66.666667,234906,6.9,8.8,5.8,4.8,69.8,14.8,1.4,23.6,3.3,0.7,6.3,2.1,1.7,66.4,8.7,22.63973797,27.1597487,47.3,25.4,24.3,2.71,3.25,6.7,2,36.1,49.2,1.9,2.6,10.2,53,55,7.2,10.3,27.7,23.3,14.9,7.5,82.5,22.4,9.3,12.9,80.1,72.9,7.9,61.6,0,8.1,57.3,62.8,15.4,40894,56624,14.6,80.9,15.5,24,11.8,108700,749
48,48339,0,2,2,0,1,3,5,290162,17.2317533,0,455746,7.9,7.1,6.3,5.3,83.5,4.3,2.1,20.8,2.6,0.9,4.4,1.9,0.6,74.7,8.5,16.78577477,32.2320384,56.9,21.9,21.7,2.87,3.35,5,1.8,28.6,57.1,2.3,2.2,9.8,55,42.7,5.6,8.6,24,24.5,21.3,9.3,85.8,30.6,9.2,10.8,83.5,54.9,13,66,0,7.7,56.8,53.6,12.9,65717,88963,8,80.6,10,15.7,9.7,165100,939
48,48353,0,0,0,0,1,1,1,53795,18.58908821,0,15216,6.9,7.2,6.9,6.1,83.6,4.7,0.4,33.5,3.4,0.6,4.2,2.5,1.2,67,16.1,23.71009026,23.99507793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48373,0,0,0,1,0,1,1,75019,13.32995641,0,45413,6.1,6.1,6.9,6.7,77.3,11.5,0.4,13.1,3.5,0.9,4.2,2.1,9.2,69.1,27.2,14.978602,36.74135898,51.6,24.1,36.8,2.37,2.73,4.1,1.9,28.4,51.6,2.7,3.6,13.7,66,63.6,8.1,14.5,35.1,25.5,7.8,4.4,77.3,12.2,13.2,25.4,84.9,71.6,6.4,47,0,12.2,48.8,48.8,23.7,38350,52979,19.6,78.3,14.7,22.6,24.9,80600,627
48,48375,7,2,7,5,10,22,31,536876,57.7414524,9.677419,121073,7.2,6.9,5.7,4.4,69.8,10.2,4,35.3,3.9,0.7,5.3,2.6,5.4,66.4,9.2,15.22691675,39.67115427,41.5,31.5,21.3,2.73,3.51,5.6,2.3,35.7,44.5,2.6,3.9,13.4,58,55.2,11,13.3,27.1,26.2,10.8,4.7,75.7,15.5,8.1,11.5,79.5,64.6,13.7,62.2,0.1,6.2,57.3,59.7,12.8,35819,49708,17.7,72.3,19.3,28.9,10.4,85600,688
48,48401,0,0,1,0,0,1,1,162354,6.15938012,100,53330,6.3,6.6,6.7,5.7,72.2,17.7,0.4,14.3,3.4,0.8,3.3,1.7,9.6,72.2,12.8,19.48340677,23.98708388,51.7,27.3,28.7,2.74,3.36,4.2,1.7,30.6,48.2,3,4,14.1,54,70.6,7.6,10.8,34.9,27.7,9.4,3.8,81.6,13.2,10.7,14.4,81.5,75.1,6.5,55.6,0,6.2,55.5,58.6,15.6,45822,60983,9.8,78.1,10.2,15.9,16.1,91900,643
48,48409,1,1,0,1,0,1,3,38068,78.80634654,0,64804,7.9,7.9,6.3,5.5,85.9,1.7,0.8,54.4,4.4,0.8,4.2,2.4,1,74.8,14.6,22.35044436,19.26188069,52.4,21.2,26.8,2.9,3.36,4,2.3,31.7,51.3,2.6,2.8,11.5,72,46.9,10.9,12.7,28,26.3,11.7,4.1,76.5,15.8,11.5,16.9,83.1,76.8,5.4,61.6,0.6,8.1,56.4,66.3,18.4,50426,64900,13.7,78.4,15.8,23.4,17,88700,804
48,48423,0,2,1,1,0,2,4,506318,7.900173409,75,209714,7,7.6,6,5.3,70.1,17.9,1.2,17.2,3.2,0.8,4.6,1.8,1,69.3,9.5,16.53187866,36.36016423,49.7,26.5,27.2,2.62,3.21,4.8,1.6,30.3,54,2.7,2.8,10.2,59,45.5,6.3,8.5,25.7,25.7,16.8,7.7,85.1,24.6,10,13.3,79.7,68.8,8.7,63,0.1,8,56.9,62,12.4,45131,64392,11.7,78.6,12.2,19.8,9.5,120500,812
48,48439,16,19,12,14,11,37,72,4495117,16.01738064,37.5,1809034,7.7,7.2,5.5,4.4,66.6,14.9,4.7,26.7,3,0.9,5,2.2,0.7,69.2,8.1,23.10791741,28.0900596,49.4,25.9,18.5,2.78,3.39,4.8,2.1,34.1,51.8,2.1,2,10,59,42.6,7.3,8.5,23.9,24.6,20,9,84.2,29,8.9,9.9,82.5,55.5,15.8,69.5,0.1,8.9,61.9,61.1,12,55222,74542,11.1,78.3,12.4,18.4,8.8,135100,867
48,48451,4,2,3,1,1,5,11,466363,23.58677682,45.454545,110224,6.2,7.9,6.1,5.2,81.7,4,1,35.7,3.2,0.7,5.4,2.4,0.8,65.5,9.1,22.0744067,32.50769456,47.4,28,26,2.52,3.06,5.6,2.4,34.7,49.3,1.8,3,11.2,48,41,7.1,9.8,32.3,22.7,14.2,7.5,83.1,21.7,11.2,13.3,74.1,70,6.6,64.5,4.6,6.9,59.1,56.8,19,43390,58104,14.1,79.8,13.7,21.6,10.4,98800,687
48,48457,0,0,0,0,1,1,1,19377,51.60757599,0,21766,5.8,6,7,6.4,82.4,11,0.2,6.8,3,0.7,3.3,1.6,9.3,69.7,24.3,20.49322681,34.57891801,52.2,26.8,36.4,2.36,2.79,5.1,3.3,30.4,49.1,1.3,4.4,14.9,90,68.9,5.5,11.6,40.2,25.2,7.1,4,82.8,11.1,11.8,22.2,89,79.7,2.2,47,0,13.7,45.8,60,19.9,38767,48378,19,79.1,11.7,25.1,22.1,73900,583
48,48469,0,2,1,0,0,1,3,341232,8.791672528,0,86793,7.4,7.1,6.5,5.6,79.5,6.4,1,43.9,3.8,0.7,4.9,2.6,1.4,70.5,9.1,20.02258959,30.36306299,49.4,25.1,25.9,2.71,3.22,4.6,1.7,33.8,50.2,1.8,2.4,11.8,62,44.7,9,10.5,30.9,25.5,10.6,4.8,80.5,15.4,10,16.1,82.2,81.6,5.3,64.6,0.1,8.6,57.7,64.6,13.9,49183,63489,15.8,78.7,14.7,23.7,9.8,111100,712
49,49007,1,0,0,0,0,0,1,94034,10.63445137,0,21403,7.1,7.7,6.8,5.7,92.3,0.4,0.6,12.4,2.8,0.4,4.3,2.1,0.9,70,16.5,21.52807092,25.70572465,55.6,26.8,28.1,2.71,3.29,4.6,2.2,29.8,55,0.9,3,11.2,65,32.7,2.9,11,29.2,31.4,8.1,4.5,86,12.6,8.9,17.6,84.7,76.2,2.8,62,0.1,10.1,55.2,62.4,20.8,45897,53901,16.4,86.9,11,13.8,20.2,124300,572
49,49011,5,10,10,11,9,30,45,1526159,29.48578752,11.111111,306479,9.1,7.9,4.7,3.7,90,1.2,1.8,8.4,2.2,0.5,2.9,1.1,0.5,81.5,4.1,20.05404114,38.21384678,68,15.4,18.3,3.25,3.66,2.8,0.8,27.4,63.4,1,1.5,6.7,75,33.7,1,3.7,22,28.1,23.6,10.7,95.2,34.3,10.4,8.1,86.1,65.1,4.9,69.6,0.9,5,59.8,48.2,20.3,68683,82694,7.8,90.5,6.5,9,3.3,218900,858
49,49013,0,0,0,0,1,1,1,89671,11.15187742,0,18607,8.6,7.7,5,4.2,89.2,0.2,0.3,6,2.9,0.4,3.7,1.6,1.5,78.3,36.8,13.88260148,38.55005754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49019,0,0,0,0,1,1,1,10313,96.96499564,0,9225,6.3,5.8,8.3,6.7,89,0.3,0.8,9.6,1.6,0.5,8,3.4,0.5,59.8,19.2,22.03537257,45.79439252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49035,30,21,25,37,32,94,145,5164852,28.07437657,16.551724,1029655,7.7,7.3,5.2,4,81.2,1.6,3.3,17.1,2.9,0.7,6.2,1.9,0.9,70.8,5.9,20.42148452,37.46982607,54.4,23.3,19.2,3.01,3.59,6.1,1.8,34.4,52.3,1.7,1.8,9.7,69,26.5,3.9,7.3,23.2,26.1,20.2,10.7,88.7,30.9,6.9,8.7,82.4,60,12.2,71.5,0.1,8.4,64.3,55.9,13.8,58732,74148,9.7,83.5,10.5,15.9,6.2,228300,878
49,49045,2,5,1,2,7,10,17,291252,58.3686979,5.882353,58218,9.9,7.8,4.6,3.7,90.7,0.7,0.6,11.4,2.7,0.6,3.5,1.6,0.5,79.7,7.6,23.95080375,24.20145013,64.5,15.9,17.1,3.24,3.65,2.9,1.4,27.3,60.4,1.7,1.6,9,64,49.1,2,8,31.4,31,15.3,4.7,90,20,9.6,9.9,85.3,68.3,3.5,68.4,1.3,7.3,59.8,55.9,22.3,61970,70944,10.7,89.2,8.4,11.5,8.1,172700,869
49,49047,1,2,0,1,0,1,4,158351,25.26033937,75,32588,8.2,7.6,5,3.8,86.6,0.4,0.5,7.1,3.5,0.5,4.3,1.8,0.5,77.5,11.8,25.11116924,46.95806261,60.9,19.1,19.7,3.05,3.5,4.3,1.6,27.4,57.9,2.4,1.8,10.5,112,32.8,1.5,10.3,38,26.1,11.2,5,88.2,16.3,8.1,10.9,84.2,69.3,2.2,66.7,0.3,5.1,54.3,48.1,18,60120,69215,9.9,80.4,9.9,12,10.4,182800,898
49,49049,9,7,8,5,4,17,33,1261387,26.16167758,18.181818,516564,8.9,9.3,3.4,2.8,89.4,0.5,1.4,10.8,2.2,0.5,6.2,0.6,0.5,81.3,5.2,15.60970617,31.49908678,70.7,12.4,16.4,3.63,3.94,6.1,0.5,34.1,59.4,0.8,1.1,4.5,88,32.5,2,4.5,17.5,29.1,25.5,10.8,93.5,36.2,5.2,7,77.9,60.1,7.3,67.8,0.1,7.9,57,41.2,13.3,58675,72400,8.5,86.4,10.4,11.9,5.1,217400,843
49,49051,0,1,0,0,0,0,1,113649,8.799021549,100,23530,9,7.3,5.1,4.4,90.4,0.3,0.8,13.5,2.4,0.4,3.8,1.5,1,79.9,31.1,13.09686221,43.71887106,65.7,18.5,19.3,3.23,3.72,3.1,0.7,31.2,60.7,0.2,1.8,6.1,N,N,3.6,7,20.9,29.7,20.2,11.1,89.4,31.3,5.4,7.1,85.1,60.7,10.3,69.1,0,6.3,60.4,57.7,13.3,62716,76950,8.6,83.2,5.9,9.5,30.5,291500,945
