State,FIPS,inc.2008,inc.2009,inc.2010,inc.2011,inc.2012,inc.3yr,inc.5yr,pop.5y,inc.rate,harm.rate,Number; SEX AND AGE - Total population,Percent; SEX AND AGE - Total population - 10 to 14 years,Percent; SEX AND AGE - Total population - 15 to 19 years,Percent; SEX AND AGE - Total population - 55 to 59 years,Percent; SEX AND AGE - Total population - 60 to 64 years,Percent; RACE - Total population - One Race - White,Percent; RACE - Total population - One Race - Black or African American,Percent; RACE - Total population - One Race - Asian,Percent; HISPANIC OR LATINO - Total population - Hispanic or Latino (of any race),Percent; RELATIONSHIP - Total population - In households - Other relatives - Under 18 years,Percent; RELATIONSHIP - Total population - In households - Other relatives - 65 years and over,Percent; RELATIONSHIP - Total population - In households - Nonrelatives,Percent; RELATIONSHIP - Total population - In households - Nonrelatives - Unmarried partner,Percent; RELATIONSHIP - Total population - In group quarters - Institutionalized population,Percent; HOUSEHOLDS BY TYPE - Total households - Family households (families) [7],Percent; HOUSING OCCUPANCY - Total housing units - Vacant housing units,Divorce,Marriage,Percent; HOUSEHOLDS BY TYPE - Family households (families) - Married-couple family,Percent; HOUSEHOLDS BY TYPE - Nonfamily households - Householder living alone,Percent; HOUSEHOLDS BY TYPE - Households with one or more people 65 years and over,Estimate; HOUSEHOLDS BY TYPE - Average household size,Estimate; HOUSEHOLDS BY TYPE - Average family size,Percent Margin of Error; RELATIONSHIP - Nonrelatives,Percent; RELATIONSHIP - Nonrelatives - Unmarried partner,Percent; MARITAL STATUS - Never married,"Percent; MARITAL STATUS - Now married, except separated",Percent; MARITAL STATUS - Separated,Percent; MARITAL STATUS - Widowed,Percent; MARITAL STATUS - Divorced,"Estimate; FERTILITY - Per 1,000 women 15 to 50 years old",Percent; GRANDPARENTS - Responsible for grandchildren,Percent; EDUCATIONAL ATTAINMENT - Less than 9th grade,"Percent; EDUCATIONAL ATTAINMENT - 9th to 12th grade, no diploma",Percent; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency),"Percent; EDUCATIONAL ATTAINMENT - Some college, no degree",Percent; EDUCATIONAL ATTAINMENT - Bachelor's degree,Percent; EDUCATIONAL ATTAINMENT - Graduate or professional degree,Percent; EDUCATIONAL ATTAINMENT - Percent high school graduate or higher,Percent; EDUCATIONAL ATTAINMENT - Percent bachelor's degree or higher,Percent; VETERAN STATUS - Civilian veterans,Percent; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - With a disability,Percent; RESIDENCE 1 YEAR AGO - Same house,Percent; PLACE OF BIRTH - Native - Born in United States - State of residence,Percent; PLACE OF BIRTH - Foreign born,Percent; EMPLOYMENT STATUS - In labor force,Percent; EMPLOYMENT STATUS - In labor force - Armed Forces,Percent; EMPLOYMENT STATUS - Percent Unemployed,Percent; EMPLOYMENT STATUS - In labor force,Percent; EMPLOYMENT STATUS - All parents in family in labor force,Percent; CLASS OF WORKER - Government workers,Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median household income (dollars),Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Mean household income (dollars),Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months,Percent; HEALTH INSURANCE COVERAGE - With health insurance coverage,Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families,Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families - With related children under 18 years,Percent; HOUSING OCCUPANCY - Vacant housing units,Estimate; VALUE - Median (dollars),Estimate; GROSS RENT - Median (dollars)
21,21059,2,1,0,0,1,1,4,479451,8.342875497,0,96656,6.7,6.6,6.7,5.8,91.2,4.8,0.7,2.6,2.2,0.5,4.8,2.5,1.7,66.5,6.8,27.01627063,30.13745121,50.7,28.3,27.4,2.53,3.12,4.4,2.2,28.4,54.2,1.7,3,12.8,45,46.4,4.1,8.2,40,20.4,10.5,8.6,87.7,19,9.7,14.5,88,77.5,2.1,61.2,0.1,7.6,55.2,67.6,12.3,44858,55416,13.8,87.2,13,21.6,10.2,109800,618
21,21061,0,0,1,0,1,2,2,48462,41.26944823,100,12161,6.2,7.4,7,7,96.9,1.4,0.2,0.8,2.3,0.8,3.7,1.9,0.8,71.3,24.9,18.71571475,34.48275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21067,0,0,0,7,8,15,15,900248,16.66207534,13.333333,295803,5.5,7,6,4.8,75.7,14.5,3.2,6.9,1.8,0.6,8.3,2.9,1.4,56.6,9,24.10714286,20.2529696,40.8,33.2,19.1,2.36,3,8.9,2.6,41.1,44.5,1.6,2.1,10.7,53,53.5,4.8,6.5,21.3,20.5,22.9,16.9,88.7,39.8,7.5,11.3,75.8,60.1,8.9,69,0.1,8.8,65.1,72.9,18.8,47785,68100,11.6,85.6,11.4,18.3,10.2,164400,737
21,21071,0,0,0,1,0,1,1,157023,6.368493788,100,39451,6.2,6.6,7.5,6.5,98.2,0.7,0.2,0.6,3.1,0.8,3.7,2.2,1.3,68.8,11.6,25.40307462,35.35818377,49.7,26.5,25.2,2.46,2.99,3.2,2.2,28.2,52.1,4,4.3,11.4,35,47.3,13.5,15,33.5,19.9,6.1,5.8,71.5,11.9,5.6,28.7,87.4,85.2,0.4,41.9,0,9.5,40.5,47,18.8,27788,42432,29.3,80.7,24.5,39.3,14.6,71100,551
21,21073,0,0,0,3,1,4,4,169943,23.53730368,0,49285,5.9,6.8,7.4,6.4,84.4,10.4,1.4,2.8,2.2,0.6,5.4,2.9,1.6,62.4,10.8,25.12493696,25.80759464,42.8,31.1,24.4,2.24,2.75,5.7,3.2,29.8,49.1,1.9,2.4,16.8,68,68.4,5.7,7.1,34.6,21.9,17,10.4,87.2,27.4,10.7,17.4,80.9,73.7,2.9,60.2,0.4,9.2,57,77.2,35.6,44972,59396,17.9,86.1,14.4,21.2,8.6,142600,685
21,21081,0,0,0,0,2,2,2,101499,19.70462763,0,24662,7.9,7.4,5.8,5,96.7,0.7,0.3,2.3,3.6,0.7,5.7,2.9,1.8,75.4,13.4,23.6957768,36.41112306,61.5,20,22.2,2.85,3.3,3.6,2.8,23.1,59.5,5.2,2,10.2,71,N,4.8,10.6,43.8,21.5,8.9,3.9,84.6,12.8,9.8,13.8,88.4,71.5,1.2,63.1,0,11.8,57,70.6,17.5,46813,58144,19.3,86.8,13.1,17.3,14.6,128500,678
21,21083,0,1,2,3,3,8,9,147863,60.86715405,0,37121,7,6.6,6.7,6,90.4,4.3,0.3,5.7,2.1,0.5,4.2,2,1.1,68.4,10.7,14.31394541,30.13496025,58,26.8,28.9,2.53,3.07,2.1,0.7,22.8,60,2,3.4,11.8,57,37.9,7.3,11.2,37.6,19.4,9.9,6.4,81.5,16.3,9.9,14.2,90.4,69.2,3.9,56.9,0.1,10.9,52.1,54.2,15.4,36927,52558,16.7,84.3,13.8,23.2,13.4,82600,557
21,21085,0,1,0,0,0,0,1,100798,9.920831763,0,25746,6.7,6.7,7.1,6.3,97.3,1,0.2,1,2.5,0.6,4.2,2.4,3,70.5,25.7,30.96583927,38.35694862,57.4,27.8,29,2.56,3.13,4.5,2.1,25.2,56.8,1.2,2.8,13.9,34,N,14.6,12.4,40.7,19.2,3.7,4.3,73,8,10.6,20.1,83,84.4,0.8,55.3,0.1,12.1,50.3,68.5,14.8,34020,48906,19.9,84.5,17.4,29.8,26.6,92700,511
21,21087,0,0,1,0,0,1,1,45718,21.8732228,100,11258,6.3,6.3,6.9,6.9,95.7,2,0.2,1.4,2.4,0.6,3.7,1.9,0.9,70.1,13.6,20.59800664,24.41202739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21093,0,0,0,2,0,2,2,413433,4.837543205,100,105543,7.1,7,6,4.8,80.5,11.6,2,5,2.4,0.7,4.4,2.3,1.1,71,7.9,35.63415013,37.82930156,54.2,22.4,20.9,2.63,3.08,4.3,2.4,29,55.4,1.5,2.5,11.6,65,46.3,4.5,7.4,33.7,24.4,11.9,8.3,88.1,20.2,19.5,14.1,76.8,51.7,4.7,65.6,7.1,10.4,57.8,64.5,23.2,47469,61384,12.9,87,12.7,21,11.4,140800,721
21,21095,0,0,0,3,1,4,4,117950,33.91267486,75,29278,6.4,6.7,7.8,7,96.1,2.2,0.3,0.7,3.6,0.8,3,1.9,1.5,69.3,12.8,5.63885685,30.30583018,48.7,26.5,28.3,2.57,3.12,2.9,1.6,28.1,52.6,2.8,4,12.6,30,77.4,13.5,15.4,36.4,15.1,6.5,4.5,71.1,11,9.3,29.6,91.4,83.5,0.4,38.4,0,10.1,33.8,37,19.5,25718,37585,28.3,80.2,28.5,36.4,18,50500,491
21,21097,0,1,1,0,2,3,4,75412,53.04195619,75,18846,7,7,6.9,6.1,95.7,2,0.2,1.8,2.8,0.7,4.5,2.4,0.9,71.8,10.5,26.51387485,30.60843598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21099,0,2,1,0,0,1,3,73784,40.65922151,66.666667,18199,7,7.2,6.9,6.1,92.9,4.9,0.2,1.4,2.7,0.6,4.2,2.3,1.2,69.4,17.1,28.34719456,33.64557446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21101,0,0,0,1,3,4,4,201614,19.83989207,0,46250,6.5,6.1,7.1,6.1,89.1,7.8,0.4,1.9,2.7,0.6,4.8,2.7,1.7,67,7.9,18.41228719,90.04940014,47.9,32.2,26.4,2.39,3.01,4.3,2.1,27.3,54.8,1.3,3.6,13.1,53,60.1,4.2,11.3,38,21.1,11.2,6.7,84.6,17.8,9,17.6,83.9,68.1,0.8,60.3,0,11.9,52.7,69.1,14.1,39947,54041,17.7,84.5,13.2,20.9,7.6,100700,580
21,21103,0,0,0,1,0,1,1,55982,17.8628845,100,15416,6.9,6.8,7.1,6.6,93.7,2.7,0.2,2.9,3,0.9,5.5,2.9,0.5,72,10.2,25.2889191,24.3201415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21107,0,0,0,1,1,2,2,185524,10.78027641,50,46920,6.4,6.3,7.3,6.1,90.1,6.6,0.6,1.6,2.5,0.6,4.2,2.3,2.3,69.1,10.4,27.37352737,33.82978723,50.3,29.3,26.9,2.52,3.09,4.3,1.9,26.5,55.7,2.2,2.9,12.7,48,48.2,6.3,10.2,38.5,21.4,7.9,5.9,83.5,13.8,9.9,16.8,86.3,77.5,0.9,58.5,0.1,9.6,52.3,71.1,16.2,40979,54278,17.4,85,15.7,27.3,13.9,85500,585
21,21109,0,0,0,0,1,1,1,51475,19.42690627,0,13494,6.6,6.9,7.3,5.9,98.9,0.1,0.1,0.6,3,0.5,3.9,2.2,0.8,70.1,15.9,14.86546752,40.46692607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21111,0,2,1,1,0,2,4,324566,12.32414979,50,741096,6.4,6.4,6.7,5.6,72.7,20.8,2.2,4.4,2.4,0.7,5.9,3,1.2,61.1,8.4,23.35174826,22.0980442,41.4,32.6,24,2.41,3.07,5.8,2.6,37.2,46.5,2,2.7,11.5,55,52.8,3.6,8.4,27.9,22.9,18,12.2,88,30.2,9.4,14.7,85.6,69,6.6,65.8,0.2,11,61.1,70.1,11.8,45482,64500,14.9,86.4,13,21.5,10,148800,707
21,21113,0,1,2,0,0,2,3,214161,14.00815274,0,48586,7.2,7.5,6.1,5.2,92.9,3.1,1,2.8,2.5,0.7,5,2.5,1.2,73.9,8.7,19.85398393,36.0661506,55.6,20.7,22.1,2.61,3.01,5.2,2.1,26.1,56.8,2.2,1.9,13,52,45.7,5.7,10.2,29.1,20.5,16.5,10.1,84.1,26.6,9.7,15.5,80.4,67.2,3,65.3,0,8.4,60.6,62,14.3,46522,67865,16.4,85.6,15.9,25.5,7.3,152600,711
21,21117,0,7,3,3,9,15,22,652522,33.71533833,4.545455,159720,6.7,6.4,6.4,5.3,91,4.6,0.9,2.6,2.5,0.6,5.8,3.1,0.8,65.1,9,16.73187252,33.89513109,45.2,29.7,21.2,2.57,3.21,6,3,35.1,47.3,1.8,2.8,13,64,49.6,3.7,8,30.2,22.5,18.4,10.3,88.3,28.7,10,13.7,85.3,60.9,2.3,67.7,0,9.4,63.1,68.2,11.1,52555,66574,13.3,86.2,11.3,18.5,10.8,144200,724
21,21121,0,0,1,0,1,2,2,122338,16.34815021,0,31883,6.9,7.5,6.3,6.2,97.1,1.1,0.2,0.8,3.2,0.8,3.9,2,1.1,67.9,12.2,20.50749562,31.09137056,50.4,30.3,28.5,2.45,3.07,2.3,1,27,57.5,3,3.6,8.8,63,59.2,16.6,15,40.7,14,5.9,5.2,68.4,11.1,6.8,20.8,86.7,82.3,0.5,44.2,0,16.4,41.3,51,16.1,26047,37347,34.4,84.8,26.8,42.2,11.9,77700,513
21,21135,0,1,0,0,0,0,1,55378,18.05771245,100,13870,6.7,6.9,7,6.4,98.9,0.3,0.1,0.6,2.9,0.6,4.4,2.7,1,72,15.2,29.44924253,30.16297738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21137,0,1,0,0,0,0,1,95283,10.49505158,0,24742,6.9,6.7,6.5,5.9,95.2,2.3,0.2,1.5,2.5,0.8,4.4,2.4,0.9,71.3,9.6,15.40675527,29.38026014,50,24.8,28.6,2.54,3,4.4,2.6,25,53.4,2.9,2.8,15.8,65,35,9.3,11.4,47.2,16,5.9,4.3,79.3,10.2,9.2,20.5,87.4,81.6,0.3,53.8,0,14.3,48.9,53.4,16,33164,42948,22.7,82.7,22.5,38.3,11.3,88400,497
21,21141,0,0,0,1,0,1,1,112046,8.924905842,0,26835,7.1,6.7,6.8,6.1,90.1,6.6,0.2,2.4,2.6,0.6,4.3,2.2,0.9,70,13.6,30.40358052,35.80818831,47.9,31.7,28.9,2.45,3,4.7,2.1,26.3,51.4,3.6,3.3,15.4,35,62.4,10.9,13,41.6,17.5,7.1,4.9,76.1,11.9,9.6,16.6,84.4,69.9,1,56.3,0.1,10.2,44.9,49.3,13,35588,47574,17.1,82.4,15.2,27.3,12.5,90400,549
21,21145,1,2,3,1,0,4,7,287663,24.33402975,0,65565,6.2,6,7.5,6.4,85,11,0.8,2.1,2.1,0.6,4.5,2.3,1.6,63.4,9.2,28.67179341,42.98196167,48.4,30.6,28.5,2.37,2.97,4,2.1,27.2,55,1.5,3.6,12.6,46,56.8,4.1,8.2,32,24.7,12.9,8.6,87.7,21.5,11.3,16.9,86.9,65.1,2.3,59.7,0.1,8.3,54.3,70.3,12.4,44910,59566,15.7,85.8,12.4,21.2,12.8,119100,582
21,21151,0,1,0,1,2,3,4,368990,10.84040218,25,82916,6,8.7,5.9,5.1,91.6,4.4,0.9,2.2,2,0.6,6.3,2.6,0.8,65.4,8.8,27.40159473,23.38198212,47.3,27.9,21.2,2.52,3.04,8.2,2.5,37.6,47,1.9,2.4,11.1,45,66.1,7,8.5,29.5,21.3,15.5,12,84.4,27.5,8.4,15.6,79.9,70.7,1.9,62.1,0.1,10.1,56.7,64.3,19.1,40065,53670,18.8,84.2,14.9,21.8,11.8,146100,612
21,21161,0,0,1,0,0,1,1,70246,14.23568602,0,17490,7.1,6.3,7.2,6.2,90.3,6.4,0.6,1.4,2.5,0.7,4.5,2.7,1.7,68.1,13.3,28.52225227,43.66729679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21169,0,0,1,0,0,1,1,40660,24.59419577,0,10099,6.4,6.7,6.9,5.8,96.8,1.5,0.1,1.1,2.3,0.7,4.1,2.3,0.9,69.1,13.4,20.82128398,28.94356006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21173,0,0,2,0,1,3,3,105657,28.39376473,0,26499,7,6.4,6.4,6.1,94.5,2.8,0.3,2.5,3.1,0.6,5.4,3,1.2,69.6,10.8,31.33825271,31.79650238,46.7,27,25.8,2.6,3.18,4.5,3.4,28.4,51.3,2,2.8,15.4,70,48.6,8.2,12.5,38.3,20.5,9.2,7.3,79.2,16.5,9,21,82.6,78.3,0.7,55.9,0.1,13.8,47.7,63.7,19.7,35534,51748,22.5,86.3,19.1,31.3,13.5,111000,602
21,21177,0,0,0,1,0,1,1,124553,8.028710669,0,31499,6.3,6.4,6.9,6.5,93.7,4.5,0.1,1.2,2.8,0.6,3.8,2.2,4.9,71.2,12,24.42189712,28.87284842,56.6,25.3,29.7,2.51,2.95,3.7,1.6,30.2,54.2,1.5,1.1,13,57,61.5,10.3,12.6,41.5,16.6,4.6,5.4,77.1,10,8.8,17.7,85.9,84.7,1.1,49.3,0,6.9,44.4,58.4,23.7,39082,48523,15.4,84.5,13.5,22.5,13.5,79200,502
21,21179,0,1,0,0,0,0,1,171416,5.833761142,0,43437,7.5,7,6.7,5.6,91.9,5,0.5,2,2.2,0.5,5,3,0.7,70.6,6.9,22.18289086,29.46127946,56,20.8,21.6,2.64,3.01,4.5,2.7,30.8,54.9,1,2.2,11.1,72,68.9,4.5,10.6,42.5,18.4,9.7,6.3,84.9,16,10.2,15.6,87,82.9,1.6,63.2,0,12.9,60.2,77.5,11.4,41976,60143,17.7,86.4,13.5,23.2,9.7,118700,671
21,21183,0,0,1,1,0,2,2,95673,20.90453942,0,23842,6.8,6.7,6.6,6.1,96.2,0.8,0.2,3.5,2.8,0.6,4.5,2.3,1.3,71.9,10.2,21.32966371,32.05512283,58.2,23.4,28.4,2.8,3.28,4.1,2,28.1,54.4,2.4,3.2,12,71,53,8.8,11.2,45.3,19.7,3.5,3.8,80,7.4,10,18.4,93.1,80.4,0.4,53.3,0,6.9,50,46.5,18.6,38924,47108,19.7,87.9,16,26.6,17.4,79800,530
21,21185,0,1,1,0,0,1,2,238558,8.38370543,50,60316,8.9,7.3,6.6,5.7,91,4.3,1.3,3.5,1.4,0.6,2.8,1.5,7.5,81,6.1,17.32712979,24.88020641,68.2,14.2,20.7,2.88,3.19,2.6,1.6,27.2,56.6,1.3,2,12.9,35,33.7,2.9,6.2,22.4,21.9,24.4,14.4,90.9,38.8,10,8,87.7,60.1,3.2,64.4,0.1,6.2,66.1,78,13.4,77659,98835,5.2,92.4,6.8,10.9,6.1,243900,841
21,21193,0,3,0,0,0,0,3,116111,25.8373453,100,28712,5.9,6.6,7.6,6.2,96.5,1.5,0.5,0.6,3.7,0.9,4.6,2.4,1.8,69.4,11.5,27.98284469,31.68190517,45.9,22.8,26,2.5,2.89,6.6,2.8,27.5,51.8,1.8,6.2,12.7,49,N,16.5,15.3,33,15.7,6.8,6.3,68.2,13.2,6.8,24.2,86.2,85.5,1,49.9,0,13.4,45.5,40.3,18.6,31250,44491,32.3,79.8,24,29.9,12.7,65000,521
21,21203,0,0,1,0,0,1,1,62787,15.92686384,100,17056,6.6,6.7,6.6,6.3,98.4,0.1,0.1,0.6,3.5,0.7,3.8,2.2,1.7,71,12.4,24.68230694,16.35145784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21207,0,0,0,1,0,1,1,70245,14.23588868,0,17565,6,6.2,7,6.8,96.5,0.5,0.2,3.3,2.5,0.7,4.7,2.4,0.8,67.4,25.9,28.6978357,37.95679386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21209,0,0,0,0,1,1,1,135884,7.359218157,0,47173,7.3,7.3,6.2,4.6,89.9,5.2,0.9,4.2,2,0.7,4.7,2.4,0.4,72.8,9.8,19.70633694,33.25833904,53.7,25.2,18,2.62,3.1,4.9,2.4,30.4,57.8,2.1,1.6,8.1,46,69.8,5,8.3,31.5,22.1,16.2,10.7,86.7,26.9,10.1,13,82.5,68.5,2.5,70.5,0.1,9.5,64.5,77,15.6,60161,66939,15.3,90.5,8.9,13.5,8.8,159900,706
21,21211,0,0,2,0,1,3,3,170326,17.61328276,0,42074,6.9,6.6,6.7,6.2,85.4,7.5,0.6,9.1,2.2,0.7,5.2,2.6,3.1,73.8,7.7,19.10396253,24.45732246,58.5,20.4,24.7,2.67,3.07,4,2.5,28.2,55.8,2.2,2.3,11.6,67,N,5.5,9.9,30.7,23,15.3,9,84.6,24.3,11.8,11.9,86.6,68.8,6,64.8,0.2,9.5,57.2,64.5,15.3,54016,71340,11.8,86,7.4,13.7,7.8,162800,763
21,21217,0,1,0,0,0,0,1,98268,10.1762527,100,24512,6.3,7.4,6.3,6.3,92,5,0.5,1.8,2.2,0.5,4.3,2.2,1.3,67.5,9.5,21.56286198,27.11257914,52.1,28.6,29.4,2.5,3.08,4.7,2.4,28.6,54.8,1.2,0.9,14.6,55,N,10.4,9.2,41.8,17.8,7.4,6.4,80.4,13.8,7.8,15.3,86.8,78.5,0.9,58.5,0,10.8,54.2,45.3,13.4,35471,45487,16.9,82,14.8,21.8,13.4,97800,550
21,21227,0,4,2,2,1,5,9,502364,17.91529648,22.222222,113792,6.2,8.7,5.7,4.9,83.6,9.1,2.8,4.5,2.1,0.6,7.1,2.5,1.1,63.6,7.5,14.21197935,22.38580824,45.2,29.1,20.8,2.46,3.06,7.5,2.3,38,46.5,2.1,2.7,10.6,39,41.8,6.4,7.6,30.8,20.9,16.3,10.7,86,27.1,8.1,14.3,76.9,61.4,7.3,66.2,0,10.8,62.5,65.8,16.9,41184,60422,14.3,85,14.2,21.8,7.3,141000,650
21,21231,0,0,2,0,1,3,3,83596,35.88688454,0,20813,6.7,6.5,7.3,6.8,95.2,1.5,0.3,2.9,2.7,0.6,3.7,2.1,1.6,68.4,21,19.76047904,34.44694478,52.3,25.9,31.3,2.51,2.99,3.5,1.3,23.8,57.4,3.9,1.9,13.1,69,N,15.3,16.7,38.5,18.1,3.6,4.4,68,8,6.8,25,88.3,77.7,0.8,49.3,0,18.4,43.7,56.7,12.9,27165,36289,29.9,81.2,24.4,39.5,25.1,77400,465
21,21235,0,0,0,0,1,1,1,95037,10.52221766,0,35637,6.9,8.1,6.4,6,97.4,0.6,0.4,0.9,3.7,0.8,3.8,2.2,1.5,70.4,10.5,20.19735703,33.91694931,50.1,23.6,26.5,2.56,2.98,5.1,2.3,27.9,51.8,2.7,3.5,14.2,54,69.9,13.6,13.7,39.4,18.6,6.4,5,72.7,11.3,10,23.3,80.7,64.4,0.8,50.4,0,11,48.2,63.3,20.5,30568,41537,27,82.6,18.6,27.7,12.3,74100,556
21,21239,0,0,0,0,1,1,1,107775,9.278589654,0,24939,7,6.8,7.7,6.7,89.7,4.9,0.5,6.7,1.7,0.7,4.3,2.1,0.6,71.6,8.4,15.39893392,26.58834441,51.8,29,25.8,2.6,3.23,5.5,1.3,26.7,56.9,1.9,1.9,12.6,55,N,6.6,7.1,31.9,19.2,18.8,9.8,86.3,28.5,11.3,14.6,90.6,69.8,6.3,66.9,0,8.2,58.9,70.9,14.4,56407,72840,11.6,84.5,8,13.3,11.6,182800,719
22,22005,2,1,2,0,1,3,6,505747,11.86363933,0,107215,8,7.3,5.8,4.7,73.3,22.2,0.9,4.7,3,0.7,4.2,2.3,0.7,76.6,7.3,23.46177299,33.59700974,56.7,21,18.3,2.88,3.34,4.7,1.8,28.7,57.1,1.6,1.5,11.1,69,68.1,3.1,8.6,36.7,22.3,16.5,6.7,88.3,23.2,8.6,11.7,86.7,78.8,3.2,68.6,0.1,6.9,62.6,73.6,12.2,66575,76659,11.5,86.5,10.3,14.5,9.1,165100,821
22,22015,3,4,3,1,0,4,11,550211,19.99233022,27.272727,116979,7,6.6,5.8,5,72.2,20.9,1.6,6,3,0.7,4.9,2.3,1,68.8,8.4,23.13816918,27.52538749,46.7,29.2,22.3,2.59,3.21,4,1.9,31.4,51.5,2.6,2.6,11.9,70,51,3.9,8.5,32.3,24.2,14.9,8.9,87.7,23.9,14.4,12.5,83.3,61.2,4.5,68.6,3.1,6.3,63,64.4,20.9,53096,68038,11.4,84.1,11.4,16.9,9.7,147700,815
22,22019,1,0,1,2,2,5,6,380769,15.75758531,0,192768,7,7.2,6.5,5.3,70.8,24.8,1.1,2.6,3.2,0.7,5.1,2.4,1.3,68.2,9.8,28.25883241,36.54523699,47.2,25.8,24.2,2.58,3.12,4.4,2.1,32.1,50.2,2.7,3.2,11.9,56,49.6,4.7,10,37.6,21.1,13.9,5.7,85.2,19.6,10.1,17.1,83.2,77.9,2.4,61.4,0,9.3,55.2,66.9,16.5,42059,59437,15.7,83,13.5,21.1,11.5,120500,724
22,22023,0,0,0,2,0,2,2,34279,58.34475918,0,6839,7.4,7.4,6.5,5.5,95.7,1.7,0.1,2.3,2.4,0.7,3.3,2,0,75.5,28.3,15.71221832,32.32533889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22039,0,1,0,0,0,0,1,136488,7.326651427,0,33984,7.6,7.8,6.1,5.2,69,28.3,0.3,2.3,2.9,0.5,3.6,2.3,4,69.1,12.5,12.67316891,26.74047664,46.3,26.3,25.8,2.58,3.11,2.6,1.6,33.8,46.6,5.2,3.1,11.3,100,70.4,16.3,16.1,36.1,14.3,7.4,4.5,67.6,12,8.1,18,90.2,90.8,1.3,47.5,0.3,7.4,47,65.9,18.3,30925,47826,28,84,21.9,29.5,17.3,76500,526
22,22053,1,0,1,1,0,2,3,100222,29.93354752,0,31594,7.3,7.5,6.3,5.4,79.5,17.3,0.2,1.7,3.7,0.6,4.2,2.3,1.7,71,11.5,17.61183515,26.47425249,48.6,26.5,27.4,2.62,3.16,3.3,2.3,31,52.9,3.3,2.4,10.5,76,N,8.5,11.7,41.3,20.2,9.5,4.1,79.8,13.6,10,21,86.7,88.9,1,54.9,0.2,9.9,45.9,49.8,19.1,39790,54981,18.4,85.3,19.4,27.8,11.8,87200,565
22,22059,0,1,0,0,0,0,1,6826,146.4986815,100,14890,6.5,6.6,6.3,5.7,85.2,11.9,0.2,2.2,2.8,0.6,2.9,1.7,8.3,71.1,16.6,18.1670282,39.80222497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22065,0,1,0,1,0,1,2,58593,34.13377025,50,12093,6.8,7.1,6.4,4.9,37.2,61,0.2,1.6,5.3,0.5,3.9,2.4,12.8,69,16.2,20.198242,38.77838055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22093,0,1,0,0,1,1,2,73896,27.06506441,0,22102,7,7.7,6.9,5.5,48,50.6,0.1,1.2,5.5,0.8,2.9,1.9,0.9,77,8.7,9.56828796,19.38983051,50.9,20.3,26.8,2.8,3.23,1.7,0.8,37.3,50.2,1.1,2.5,8.9,60,74.5,5,12.2,44.3,18.5,8.9,3.4,82.8,12.3,7.2,14.8,95,95.1,0.7,60.9,0,13,55.2,77.3,14.6,50518,64966,18.4,87.5,17.8,22.8,9.7,124000,723
23,23001,0,0,0,1,0,1,1,339963,2.941496575,100,107702,6.1,6.8,6.8,6,92.8,3.6,0.7,1.5,1.4,0.8,7.3,4.4,0.7,63.3,9.7,24.62693004,,46.7,28.2,24.5,2.35,2.86,7.1,4.4,31.8,51.3,0.9,2.3,13.7,57,42.9,5.1,6.7,38.3,20.9,12.6,6.7,88.2,19.3,11.9,15.3,84.6,74,3.2,66.2,0.2,10,61,74.2,11.9,44518,58083,21.7,90.9,12,21,9.4,155100,692
