victim.age,hour.group,offenderage.group,type,relationship.group,division.name,loc.group,nonrelatives,relover65,rent,college,samehouse,employed,income,pop,target.harm
16,Early,30-40,SingleVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Night,30-40,MultOff,Known,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
4,Afternoon,30-40,MultOff,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
17,Early,<20,MultOff,Family,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
4,Afternoon,30-40,MultOff,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
7,Night,40-50,SingleVO,Parent,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Afternoon,Unknown,MultOff,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Afternoon,<20,MultOff,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Afternoon,Unknown,MultOff,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Morning,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
14,Afternoon,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
16,Early,Unknown,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Early,20-30,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
8,Morning,Unknown,MultVic,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Afternoon,Unknown,MultOff,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Night,Unknown,MultOff,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Morning,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
15,Night,30-40,SingleVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
15,Night,Unknown,MultOff,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
6,Night,Unknown,MultVic,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
17,Afternoon,Unknown,SingleVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Early,Unknown,MultOff,Known,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
10,Morning,20-30,SingleVO,Family,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Afternoon,20-30,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
12,Morning,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Morning,Unknown,MultOff,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Afternoon,30-40,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
8,Morning,20-30,MultVic,Family,East North Central,School,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
12,Night,Unknown,SingleVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
11,Afternoon,30-40,MultVic,Parent,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
13,Afternoon,>50,MultVic,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
17,Morning,>50,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
10,Morning,30-40,SingleVO,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
1,Afternoon,40-50,MultVic,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
15,Night,20-30,SingleVO,Known,East North Central,Shopping,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
8,Night,>50,MultVic,Stranger,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
15,Early,Unknown,SingleVO,Unknown,East North Central,Unknown,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Night,20-30,MultVic,Family,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
13,Afternoon,<20,MultOff,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
9,Night,Unknown,SingleVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Morning,Unknown,SingleVO,Unknown,East North Central,Shopping,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
10,Morning,Unknown,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
12,Night,40-50,MultVic,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
14,Night,Unknown,SingleVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
0.1,Night,Unknown,MultVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Night,20-30,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
7,Morning,40-50,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
14,Night,Unknown,MultOff,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Morning,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
14,Afternoon,Unknown,MultOff,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Early,20-30,MultOff,Parent,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Night,20-30,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Morning,Unknown,MultVic,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
10,Night,Unknown,SingleVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
11,Afternoon,>50,MultVic,Unknown,East North Central,School,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
12,Afternoon,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
13,Afternoon,30-40,MultVic,Stranger,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
6,Afternoon,Unknown,MultVic,Unknown,East North Central,Unknown,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
17,Afternoon,<20,MultOff,Known,East North Central,Unknown,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Afternoon,30-40,MultOff,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Early,<20,MultOff,Known,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
13,Afternoon,<20,MultOff,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Night,Unknown,MultOff,Unknown,East North Central,Other,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
11,Afternoon,40-50,MultVic,Known,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
16,Morning,Unknown,MultOff,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Night,<20,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
7,Afternoon,30-40,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
16,Night,40-50,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
13,Early,20-30,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
13,Night,20-30,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Afternoon,30-40,MultVic,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
15,Night,>50,MultOff,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
8,Afternoon,>50,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
7,Afternoon,Unknown,MultVic,Unknown,East North Central,Unknown,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
17,Morning,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
11,Afternoon,Unknown,MultVic,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
12,Afternoon,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Night,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Early,20-30,MultOff,Family,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
13,Afternoon,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
12,Night,>50,SingleVO,Known,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
15,Night,40-50,SingleVO,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
17,Morning,<20,MultOff,Unknown,East North Central,School,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Night,<20,MultVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Night,20-30,SingleVO,Family,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
3,Afternoon,40-50,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Morning,20-30,MultOff,Known,East North Central,Shopping,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Afternoon,<20,SingleVO,Known,East North Central,Unknown,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
15,Night,20-30,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Night,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Night,Unknown,SingleVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Night,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
16,Night,<20,MultVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Morning,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
8,Night,Unknown,SingleVO,Unknown,East North Central,Unknown,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
16,Night,20-30,SingleVO,Known,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
6,Afternoon,20-30,SingleVO,Parent,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
13,Night,<20,MultOff,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Afternoon,Unknown,MultVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
5,Night,Unknown,SingleVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
17,Afternoon,<20,MultOff,Known,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Night,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
13,Afternoon,30-40,MultVic,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
16,Night,Unknown,MultVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
13,Afternoon,30-40,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
8,Afternoon,>50,SingleVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
13,Morning,20-30,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
14,Afternoon,Unknown,MultVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Morning,20-30,MultVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Morning,Unknown,MultOff,Known,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Afternoon,30-40,MultOff,Unknown,East North Central,Shopping,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
9,Afternoon,20-30,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
16,Night,30-40,MultOff,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
0.1,Early,20-30,MultVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Night,20-30,MultOff,Known,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Night,Unknown,MultOff,Unknown,East North Central,Unknown,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Early,30-40,MultOff,Family,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Morning,<20,MultOff,Known,East North Central,School,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Night,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Night,20-30,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
16,Night,<20,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
0.5,Morning,20-30,MultVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Night,Unknown,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Morning,<20,SingleVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
10,Morning,Unknown,SingleVO,Known,East North Central,School,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
14,Afternoon,<20,MultOff,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Night,<20,MultVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Night,Unknown,MultOff,Unknown,East North Central,Shopping,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Early,20-30,MultVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Morning,40-50,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
0.1,Afternoon,>50,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
0.1,Night,Unknown,MultVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
10,Night,Unknown,MultVic,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
14,Afternoon,20-30,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Night,Unknown,MultOff,Unknown,East North Central,Shopping,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
4,Morning,40-50,MultOff,Family,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
13,Night,Unknown,SingleVO,Unknown,East North Central,Unknown,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Night,Unknown,MultOff,Unknown,East North Central,Unknown,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
1,Morning,20-30,SingleVO,Parent,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
16,Night,Unknown,MultVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Afternoon,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
13,Afternoon,>50,MultVic,Unknown,East North Central,School,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
15,Afternoon,<20,MultVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
2,Morning,30-40,MultVic,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Afternoon,Unknown,MultOff,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
8,Afternoon,Unknown,SingleVO,Known,East North Central,School,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Afternoon,20-30,MultOff,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
17,Night,Unknown,SingleVO,Unknown,East North Central,Unknown,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
14,Night,30-40,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
11,Afternoon,20-30,SingleVO,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Night,>50,MultVic,Stranger,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
17,Afternoon,<20,MultOff,Stranger,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
9,Afternoon,30-40,MultVic,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
12,Afternoon,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
15,Morning,20-30,MultOff,Known,East North Central,Shopping,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Afternoon,<20,MultOff,Stranger,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Morning,Unknown,SingleVO,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
13,Night,<20,MultOff,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Night,Unknown,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Night,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Night,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
13,Afternoon,40-50,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
11,Afternoon,30-40,SingleVO,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
11,Early,30-40,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
13,Night,20-30,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Morning,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Night,<20,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Morning,20-30,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Afternoon,<20,MultOff,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Afternoon,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
0.1,Afternoon,Unknown,SingleVO,Stranger,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
17,Afternoon,Unknown,MultOff,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
11,Morning,40-50,SingleVO,Unknown,East North Central,Other,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
13,Morning,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
0.5,Night,20-30,SingleVO,Parent,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Afternoon,Unknown,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
11,Night,Unknown,MultVO,Stranger,East North Central,Unknown,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
8,Night,<20,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Afternoon,Unknown,MultOff,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
13,Night,Unknown,MultVic,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
16,Afternoon,30-40,MultOff,Unknown,East North Central,Shopping,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Night,<20,MultVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Morning,Unknown,MultVic,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
11,Afternoon,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
12,Night,>50,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
3,Night,Unknown,SingleVO,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
16,Night,20-30,MultOff,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Night,<20,MultOff,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Afternoon,40-50,MultOff,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Night,20-30,MultOff,Known,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Afternoon,Unknown,MultOff,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Night,<20,MultOff,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Afternoon,20-30,MultOff,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
13,Night,20-30,MultOff,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
10,Early,Unknown,SingleVO,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
0.1,Afternoon,Unknown,MultVic,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
11,Afternoon,40-50,SingleVO,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
17,Night,Unknown,MultOff,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
11,Morning,Unknown,MultVic,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
11,Afternoon,40-50,MultOff,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
8,Night,Unknown,SingleVO,Unknown,East North Central,School,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
10,Morning,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
5,Night,Unknown,MultVic,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
10,Morning,40-50,SingleVO,Unknown,East North Central,Shopping,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
16,Night,<20,MultVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Night,<20,MultVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
8,Afternoon,>50,SingleVO,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Afternoon,Unknown,SingleVO,Stranger,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
8,Afternoon,30-40,MultVic,Parent,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
11,Afternoon,>50,SingleVO,Known,East North Central,Shopping,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
10,Afternoon,Unknown,SingleVO,Unknown,East North Central,Unknown,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
0.5,Morning,<20,SingleVO,Family,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
0.1,Afternoon,Unknown,MultVic,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
16,Afternoon,>50,SingleVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Afternoon,30-40,MultOff,Unknown,East North Central,Unknown,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Night,<20,MultVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Night,Unknown,MultOff,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
15,Night,Unknown,MultOff,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Afternoon,<20,MultOff,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
8,Morning,<20,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Night,<20,MultOff,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Morning,Unknown,SingleVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Night,Unknown,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Night,30-40,SingleVO,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
12,Afternoon,>50,MultVic,Unknown,East North Central,Shopping,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
17,Night,>50,SingleVO,Family,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
11,Morning,30-40,MultVic,Parent,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
16,Night,Unknown,MultVO,Known,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
14,Afternoon,Unknown,SingleVO,Unknown,East North Central,Home,9.9,0.3,671,24.2,77.1,71.4,44707,66861,0
9,Morning,Unknown,SingleVO,Unknown,East North Central,School,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
16,Afternoon,Unknown,MultOff,Unknown,East North Central,Unknown,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
17,Afternoon,40-50,MultOff,Unknown,East North Central,Road/transit,9.9,0.3,671,24.2,77.1,71.4,44707,66861,1
